title,category,description,location_x,location_y,date,address,instagram,logo,flyer_link
Copa Gol VW del Sudeste,RACE,Consultar detalles del evento en Instagram.,-36.85956009,-60.25161181,2024-11-18,Autódromo Hermanos Emiliozzi,https://www.instagram.com/vwgolsud/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/vwgolsud.jpg,NONE
Turismo Sport del Sudeste,RACE,Consultar detalles del evento en Instagram.,-36.85956009,-60.25161181,2024-11-18,Autódromo Hermanos Emiliozzi,https://www.instagram.com/tssudeste/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tssudeste.jpg,NONE
Copa Gol VW del Sudeste,RACE,Consultar detalles del evento en Instagram.,-36.85956009,-60.25161181,2024-11-17,Autódromo Hermanos Emiliozzi,https://www.instagram.com/vwgolsud/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/vwgolsud.jpg,NONE
Turismo Sport del Sudeste,RACE,Consultar detalles del evento en Instagram.,-36.85956009,-60.25161181,2024-11-17,Autódromo Hermanos Emiliozzi,https://www.instagram.com/tssudeste/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tssudeste.jpg,NONE
ALMA,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-11-11,Autódromo Roberto José Mouras,https://www.instagram.com/almaprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/almaprensa.jpg,NONE
Garage Motorshow 2024,MEET,"El mayor evento motor de Argentina regresa, reuniendo los vehículos más destacados del país. Durante dos días, se exhibirán autos clásicos, hot rods, tunings y más en Palermo, brindando a los aficionados una experiencia imperdible tras un largo tiempo de espera.",-34.57966448,-58.42097281,2024-11-11,La Rural,https://www.instagram.com/elgarage_tv,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/elgarage_tv.jpg,NONE
TCR South America,RACE,Consultar detalles del evento en Instagram.,-32.90840695,-60.74668223,2024-11-11,Autódromo Municipal Juan Manuel Fangio,https://www.instagram.com/tcr_southamerica,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcr_southamerica.jpg,NONE
Turismo Carretera,RACE,El campeonato más icónico de Argentina y la categoría más antigua de competición del mundo.,-36.72891486,-64.34885602,2024-11-11,Autódromo Provincia de La Pampa,https://www.instagram.com/actcargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/actcargentina.jpg,NONE
Turismo Internacional,RACE,Libertad de preparación y una multitud de orígenes: la única regla de mayor importancia es que los autos hayan sido comercializados en el mercado argentino.,-33.395274,-60.20191525,2024-11-11,Autódromo De San Nicolás,https://www.instagram.com/turismointerok/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismointerok.jpg,NONE
Nuevo Car Show,RACE,Consultar detalles del evento en Instagram.,-31.90899952,-61.86398212,2024-11-11,Autódromo de San Jorge,https://www.instagram.com/nuevo.car_show/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/nuevo.car_show.jpg,NONE
Turismo Pista Gol 1.6 ,RACE,Consultar detalles del evento en Instagram.,-45.90335199,-67.54694693,2024-11-11,Autódromo General San Martín,https://www.instagram.com/turismopistagol1.6/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismopistagol1.6.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-45.90335199,-67.54694693,2024-11-11,Autódromo General San Martín,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Turismo Pista Neuquino,RACE,Consultar detalles del evento en Instagram.,-38.85379471,-68.15331741,2024-11-11,Autódromo Parque Provincia del Neuquén,https://www.instagram.com/turismopistaneuquino/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismopistaneuquino.jpg,NONE
TC Neuquino,RACE,Consultar detalles del evento en Instagram.,-38.85379471,-68.15331741,2024-11-11,Autódromo Parque Provincia del Neuquén,https://www.instagram.com/tc_neuquino/?hl=es,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tc_neuquino.jpg,NONE
Garage Motorshow 2024,MEET,"El mayor evento motor de Argentina regresa, reuniendo los vehículos más destacados del país. Durante dos días, se exhibirán autos clásicos, hot rods, tunings y más en Palermo, brindando a los aficionados una experiencia imperdible tras un largo tiempo de espera.",-34.57966448,-58.42097281,2024-11-10,La Rural,https://www.instagram.com/elgarage_tv,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/elgarage_tv.jpg,NONE
Turismo Internacional,RACE,Libertad de preparación y una multitud de orígenes: la única regla de mayor importancia es que los autos hayan sido comercializados en el mercado argentino.,-33.395274,-60.20191525,2024-11-10,Autódromo De San Nicolás,https://www.instagram.com/turismointerok/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismointerok.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-45.90335199,-67.54694693,2024-11-10,Autódromo General San Martín,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Turismo Pista Neuquino,RACE,Consultar detalles del evento en Instagram.,-38.85379471,-68.15331741,2024-11-10,Autódromo Parque Provincia del Neuquén,https://www.instagram.com/turismopistaneuquino/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismopistaneuquino.jpg,NONE
TC Neuquino,RACE,Consultar detalles del evento en Instagram.,-38.85379471,-68.15331741,2024-11-10,Autódromo Parque Provincia del Neuquén,https://www.instagram.com/tc_neuquino/?hl=es,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tc_neuquino.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-45.90335199,-67.54694693,2024-11-09,Autódromo General San Martín,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Córdoba Pista,RACE,Consultar detalles del evento en Instagram.,-33.17795352,-64.3656885,2024-11-04,Autódromo de Río Cuarto,https://www.instagram.com/CordobaPista/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/cordobapista.jpg,NONE
OUTATIME TRACK MRS,EVENT,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-11-04,Autódromo Oscar y Juan Galvez,https://www.instagram.com/outatime.track/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/outatime.track.jpeg,NONE
Campeonato Argentino Pista,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-11-04,Autódromo Oscar y Juan Gálvez,https://www.instagram.com/campeonatoargentinopista/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/campeonatoargentinopista.jpg,NONE
Mayores Del Sudeste,RACE,Consultar detalles del evento en Instagram.,-38.40812561,-60.22242641,2024-11-04,Autodromo Tres Arroyos Segundo Taraborelli,https://www.instagram.com/mayoresdelsudeste,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/mayoresdelsudeste.jpg,NONE
Fórmula Renault Plus CBA,RACE,Consultar detalles del evento en Instagram.,-33.17795352,-64.3656885,2024-11-04,Autódromo de Río Cuarto,https://www.instagram.com/fr_pluscba/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/fr_pluscba.jpg,NONE
AKINAFESTIVAL,MEET,Consultar detalles del evento en Instagram.,-34.55829164,-58.49648419,2024-11-04,Parque Sarmiento,https://www.instagram.com/a.k.crew_/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/a.k.crew_.jpg,NONE
Premio Hermanos Dellepiane,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-11-03,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/clubautossport/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/clubautossport.jpg,NONE
Campeonato Argentino Pista,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-11-03,Autódromo Oscar y Juan Gálvez,https://www.instagram.com/campeonatoargentinopista/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/campeonatoargentinopista.jpg,NONE
Mayores Del Sudeste,RACE,Consultar detalles del evento en Instagram.,-38.40812561,-60.22242641,2024-11-03,Autodromo Tres Arroyos Segundo Taraborelli,https://www.instagram.com/mayoresdelsudeste,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/mayoresdelsudeste.jpg,NONE
Fórmula Renault Plus CBA,RACE,Consultar detalles del evento en Instagram.,-33.17795352,-64.3656885,2024-11-03,Autódromo de Río Cuarto,https://www.instagram.com/fr_pluscba/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/fr_pluscba.jpg,NONE
AKINAFESTIVAL,MEET,Consultar detalles del evento en Instagram.,-34.55829164,-58.49648419,2024-11-03,Parque Sarmiento,https://www.instagram.com/a.k.crew_/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/a.k.crew_.jpg,NONE
HALOWEEN FEST,MEET,Consultar detalles del evento en Instagram.,-34.39797797,-58.67307273,2024-11-02,Mustang Meat Market,https://www.instagram.com/prontorotulo/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_place/pronto%20rotulo.png,NONE
KAMIKAZE DRIFT TEAM MEET #2,MEET,Consultar detalles del evento en Instagram.,-34.44764329,-58.88684688,2024-10-28,ChangoMás Pilar,https://www.instagram.com/kamikazedriftteam/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/kamikazedriftteam.jpg,NONE
EXPO Renault Classic Argentina,MEET,Consultar detalles del evento en Instagram.,-34.40914317,-58.59098127,2024-10-28,Museo de Arte de Tigre,https://www.instagram.com/renaultclassicarg/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/Foto%20del%20perfil%20de%20renaultclassicarg.jpg,NONE
Fórmula 07,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-28,Autódromo Roberto José Mouras,https://www.instagram.com/asociacionpilotosformula07/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/asociacionpilotosformula07.jpg,NONE
JAPAN MEEET BUENOS AIRES,MEET,¡La Expo JDM más importante de la Argentina! ,-34.54633534,-58.48786423,2024-10-28,DOT Baires Shopping,https://www.instagram.com/bertaexperience/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/bertaexperience.jpeg,NONE
Gran Turismo Promocional,RACE,Consultar detalles del evento en Instagram.,-40.85807064,-63.01576334,2024-10-28,Autódromo Ciudad de Viedma,https://www.instagram.com/granturismopromocional/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/granturismopromocional.jpg,NONE
Fórmula 07,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-27,Autódromo Roberto José Mouras,https://www.instagram.com/asociacionpilotosformula07/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/asociacionpilotosformula07.jpg,NONE
Gran Turismo Promocional,RACE,Consultar detalles del evento en Instagram.,-40.85807064,-63.01576334,2024-10-27,Autódromo Ciudad de Viedma,https://www.instagram.com/granturismopromocional/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/granturismopromocional.jpg,NONE
Latinoamérica Cars,MEET,Consultar detalles del evento en Instagram.,-34.80001751,-58.17953527,2024-10-27,Parque Industrial Hudson,https://www.instagram.com/latinoamerica.cars/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/latinamericacars.jpg,NONE
F1LIVE / MEXICO,OTHER,Consultar detalles del evento en Instagram.,-34.47927174,-58.49383346,2024-10-27,Pronto Rotulo BUE,https://www.instagram.com/prontorotulo/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_place/pronto%20rotulo.png,NONE
Rally de Coronel Pringles,RACE,Consultar detalles del evento en Instagram.,-37.9852761,-61.34979714,2024-10-25,Municipalidad de Coronel Pringles,https://www.instagram.com/pringlesrallyargentino/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/pringlesrallyargentino.jpg,NONE
TRACK NIGHT VIP LAPS,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-24,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/prontorotulo/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_place/pronto%20rotulo.png,NONE
Turismo Carretera,RACE,El campeonato más icónico de Argentina y la categoría más antigua de competición del mundo.,-33.395274,-60.20191525,2024-10-21,Autódromo De San Nicolás,https://www.instagram.com/actcargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/actcargentina.jpg,NONE
Turismo Internacional,RACE,Libertad de preparación y una multitud de orígenes: la única regla de mayor importancia es que los autos hayan sido comercializados en el mercado argentino.,-34.9808642,-58.18128397,2024-10-21,Autódromo Roberto José Mouras,https://www.instagram.com/turismointerok/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismointerok.jpg,NONE
ProCar 4000,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-21,Autódromo Oscar y Juan Gálvez,https://www.instagram.com/procar4000/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/procar4000.jpg,NONE
F1LIVE / AUSTIN,OTHER,Consultar detalles del evento en Instagram.,-34.47927174,-58.49383346,2024-10-21,Pronto Rotulo BUE,https://www.instagram.com/prontorotulo/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_place/pronto%20rotulo.png,NONE
Track Day Argentina,EVENT,"Una serie de jornadas de tandas en circuito organizadas desde 2010, que permiten a entusiastas conducir en un circuito profesional y seguro.",-31.39806286,-68.56743976,2024-10-20,Circuito San Juan Villicum,https://www.instagram.com/track_day_argentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/trackday.jpg,NONE
Turismo Internacional,RACE,Libertad de preparación y una multitud de orígenes: la única regla de mayor importancia es que los autos hayan sido comercializados en el mercado argentino.,-34.9808642,-58.18128397,2024-10-20,Autódromo Roberto José Mouras,https://www.instagram.com/turismointerok/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismointerok.jpg,NONE
Turismo Special de la Costa,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-20,Autódromo Roberto José Mouras,https://www.instagram.com/turismospecialdelacostatsc/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismospecialdelacostatsc.jpg,NONE
AUTOCLÁSICA 2024,MEET,La exposición de coches mas prestigiosa del país. ,-34.47502367,-58.51225154,2024-10-14,Hipódromo de San Isidro,https://www.instagram.com/autoclasica/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/autoclasica.jpg,NONE
Copa Bora 1.8T,RACE,Consultar detalles del evento en Instagram.,-31.39806286,-68.56743976,2024-10-14,Circuito San Juan Villicum,https://www.instagram.com/copaboraoficial/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/copaboraoficial.jpg,NONE
Copa Pistón de Cuarto de Milla,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-14,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/octavodemilla.galvez,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/octavodemilla.galvez.jpg,NONE
"Rally de Arrecifes ""Cuna de Campeones""",RACE,Consultar detalles del evento en Instagram.,-34.0756298,-60.10258186,2024-10-14,Autódromo de Arrecifes,https://www.instagram.com/rs.latam/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/rs.latam.jpg,NONE
Stance Society,MEET,Donde inició todo. ,-34.55829164,-58.49648419,2024-10-14,Parque Sarmiento,https://www.instagram.com/stancesocietyarg/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/event_stance.jpg,NONE
TC Mouras,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-14,Autódromo Roberto José Mouras,https://www.instagram.com/actcargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/actcargentina.jpg,NONE
TC Pick Up,RACE,Consultar detalles del evento en Instagram.,-31.39806286,-68.56743976,2024-10-14,Circuito San Juan Villicum,https://www.instagram.com/actcargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/actcargentina.jpg,NONE
Nuevo Car Show,RACE,Consultar detalles del evento en Instagram.,-31.57830129,-64.36767439,2024-10-14,Autódromo Oscar Cabalén,https://www.instagram.com/nuevo.car_show/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/nuevo.car_show.jpg,NONE
Copa Gol VW del Sudeste,RACE,Consultar detalles del evento en Instagram.,-38.40812561,-60.22242641,2024-10-14,Autodromo Tres Arroyos Segundo Taraborelli,https://www.instagram.com/vwgolsud/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/vwgolsud.jpg,NONE
Turismo Pista Gol 1.6 ,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-14,Autódromo Mar y Valle,https://www.instagram.com/turismopistagol1.6/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismopistagol1.6.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-14,Autódromo Mar y Valle,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Turismo Carretera Austral,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-14,Autódromo Mar y Valle,https://www.instagram.com/tcaustral/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcaustral.jpg,NONE
Formula 5 del Sudeste ,RACE,Consultar detalles del evento en Instagram.,-36.85956009,-60.25161181,2024-10-14,Autódromo Hermanos Emiliozzi,https://www.instagram.com/formula5sudeste.oficial,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/formula5sudeste.oficial.jpg,NONE
AUTOCLÁSICA 2024,MEET,La exposición de coches mas prestigiosa del país. ,-34.47502367,-58.51225154,2024-10-13,Hipódromo de San Isidro,https://www.instagram.com/autoclasica/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/autoclasica.jpg,NONE
Copa Bora 1.8T,RACE,Consultar detalles del evento en Instagram.,-31.39806286,-68.56743976,2024-10-13,Circuito San Juan Villicum,https://www.instagram.com/copaboraoficial/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/copaboraoficial.jpg,NONE
MOONLIT,MEET,Car & Coffee Nights.,-34.56959658,-58.39805611,2024-10-13,TRIXIE American Dinner,https://www.instagram.com/moonlitcc/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_place/moonlit.jpg,https://drive.google.com/drive/folders/146Cz6LqH-H-piZhDeUSQtjAh_S1-Lv66
"Rally de Arrecifes ""Cuna de Campeones""",RACE,Consultar detalles del evento en Instagram.,-34.0756298,-60.10258186,2024-10-13,Autódromo de Arrecifes,https://www.instagram.com/rs.latam/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/rs.latam.jpg,NONE
Copa Gol VW del Sudeste,RACE,Consultar detalles del evento en Instagram.,-38.40812561,-60.22242641,2024-10-13,Autodromo Tres Arroyos Segundo Taraborelli,https://www.instagram.com/vwgolsud/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/vwgolsud.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-13,Autódromo Mar y Valle,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Turismo Carretera Austral,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-13,Autódromo Mar y Valle,https://www.instagram.com/tcaustral/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcaustral.jpg,NONE
AUTOCLÁSICA 2024,MEET,La exposición de coches mas prestigiosa del país. ,-34.47502367,-58.51225154,2024-10-12,Hipódromo de San Isidro,https://www.instagram.com/autoclasica/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/autoclasica.jpg,NONE
Copa Bora 1.8T,RACE,Consultar detalles del evento en Instagram.,-31.39806286,-68.56743976,2024-10-12,Circuito San Juan Villicum,https://www.instagram.com/copaboraoficial/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/copaboraoficial.jpg,NONE
"Rally de Arrecifes ""Cuna de Campeones""",RACE,Consultar detalles del evento en Instagram.,-34.0756298,-60.10258186,2024-10-12,Autódromo de Arrecifes,https://www.instagram.com/rs.latam/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/rs.latam.jpg,NONE
Track Day Argentina,EVENT,"Una serie de jornadas de tandas en circuito organizadas desde 2010, que permiten a entusiastas conducir en un circuito profesional y seguro.",-34.69522091,-58.46177878,2024-10-12,Autódromo Oscar y Juan Gálvez,https://www.instagram.com/track_day_argentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/trackday.jpg,NONE
TC Patagonico,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-12,Autódromo Mar y Valle,https://www.instagram.com/tcpatagonicoprensa,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcpatagonicoprensa.jpg,NONE
Turismo Carretera Austral,RACE,Consultar detalles del evento en Instagram.,-43.30095224,-65.27143454,2024-10-12,Autódromo Mar y Valle,https://www.instagram.com/tcaustral/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcaustral.jpg,NONE
AUTOCLÁSICA 2024,MEET,La exposición de coches mas prestigiosa del país. ,-34.47502367,-58.51225154,2024-10-11,Hipódromo de San Isidro,https://www.instagram.com/autoclasica/,https://lucasmarandola.github.io/taiyoracingco/goodies/events/event_logos/autoclasica.jpg,NONE
600 LIGHT,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-07,Autódromo Roberto José Mouras,https://www.instagram.com/fiat600light1.3i,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/fiat600light1.3i.jpg,NONE
AMIGOS FIAT 1400 ,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-07,Autódromo Roberto José Mouras,https://www.instagram.com/amigosfiat1400/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/amigosfiat1400.jpg,NONE
Copa Abarth Argentina,RACE,Consultar detalles del evento en Instagram.,-31.39806286,-68.56743976,2024-10-07,Circuito San Juan Villicum,https://www.instagram.com/copaabartharg,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/copaabartharg.jpg,NONE
Experiencia Élite Motor Show,MEET,Consultar detalles del evento en Instagram.,-38.95771454,-68.11453755,2024-10-07,Casino Magic Neuquén,https://www.instagram.com/experienciaeliteargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/experienciaeliteargentina.jpg,NONE
Fórmula 4 Nueva Generación,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-07,Autódromo Roberto José Mouras,https://www.instagram.com/formula4ng/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/formula4ng.jpg,NONE
Formula Nacional Argentina,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-07,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/formulanacionalargentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/formulanacionalargentina.jpg,NONE
Monomarca Citroën,RACE,Consultar detalles del evento en Instagram.,-32.46012631,-58.31039468,2024-10-07,Autódromo de Concepción del Uruguay,https://www.instagram.com/monomarcacitroen/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/monomarcacitroen.jpg,NONE
Stock Car Pro Series,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-07,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/stock_car/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/stock_car.jpg,NONE
TC2000,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-07,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/supertc2000/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/supertc2000.jpg,NONE
TCR South America,RACE,Consultar detalles del evento en Instagram.,-34.69522091,-58.46177878,2024-10-07,Autódromo Óscar y Juan Gálvez,https://www.instagram.com/tcr_southamerica,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/tcr_southamerica.jpg,NONE
"The Run 2024 (""Red Edition"")",MEET,"La quinta edición de “The Run”, organizada por Motor1 y El Hub Garage, será la “Red Edition”. Un desfile de autos rojos celebrará los 85 años de los Bomberos Voluntarios de San Isidro y recaudará fondos para el Hospital Central.",-34.48033594,-58.50696073,2024-10-07,Rotonda de Acassuso,https://www.instagram.com/motor1argentina/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/motor1.jpg,NONE
Turismo Nacional,RACE,Una competencia con autos de calle accesibles y cercanos al público. ,-31.39806286,-68.56743976,2024-10-07,Circuito San Juan Villicum,https://www.instagram.com/prensatn/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/prensatn.jpg,NONE
Córdoba Pista,RACE,Consultar detalles del evento en Instagram.,-31.57830129,-64.36767439,2024-10-07,Autódromo Oscar Cabalén,https://www.instagram.com/CordobaPista/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/cordobapista.jpg,NONE
Mayores Del Sudeste,RACE,Consultar detalles del evento en Instagram.,-38.35484867,-59.59093703,2024-10-07,Autodromo San Cayetano,https://www.instagram.com/mayoresdelsudeste,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/mayoresdelsudeste.jpg,NONE
Fiat 600 ATN,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-07,Autódromo Roberto José Mouras,https://www.instagram.com/f600atn/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/f600atn.jpg,NONE
APAC 1.4,RACE,Consultar detalles del evento en Instagram.,-34.9808642,-58.18128397,2024-10-07,Autódromo Roberto José Mouras,https://www.instagram.com/apac1.4/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/apac1.4.jpg,NONE
Fórmula Renault Plus CBA,RACE,Consultar detalles del evento en Instagram.,-31.57830129,-64.36767439,2024-10-07,Autódromo Oscar Cabalén,https://www.instagram.com/fr_pluscba/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/fr_pluscba.jpg,NONE
Turismo Pista Neuquino,RACE,Consultar detalles del evento en Instagram.,-38.85379471,-68.15331741,2024-10-07,Autódromo Parque Provincia del Neuquén,https://www.instagram.com/turismopistaneuquino/,https://lucasmarandola.github.io/taiyoracingco/goodies/map/icons_event/competencias/turismopistaneuquino.jpg,NONE
